,loop_sum,match_sum,pgen,pnbert
0,0.023346303501945526,0.020202020202020204,0.026936026936026935,0.026936026936026935
1,0.015209125475285171,0.01928374655647383,0.02127659574468085,0.016548463356973995
2,0.019650655021834062,0.027777777777777776,0.021241830065359478,0.027777777777777776
3,0.028846153846153848,0.036057692307692304,0.02403846153846154,0.036057692307692304
4,0.018779342723004695,0.01818181818181818,0.02534562211981567,0.019696969696969695
5,0.018018018018018018,0.02027027027027027,0.02702702702702703,0.02702702702702703
6,0.043668122270742356,0.020887728459530026,0.032467532467532464,0.01568627450980392
7,0.02830188679245283,0.02358490566037736,0.018867924528301886,0.02358490566037736
8,0.02511415525114155,0.014619883040935672,0.016363636363636365,0.014619883040935672
9,0.01327433628318584,0.030737704918032786,0.020491803278688523,0.030737704918032786
10,0.025943396226415096,0.022569444444444444,0.018292682926829267,0.022569444444444444
11,0.08982035928143713,0.05339805825242718,0.08009708737864078,0.06310679611650485
12,0.023529411764705882,0.02145214521452145,0.020833333333333332,0.0297029702970297
13,0.018092105263157895,0.020491803278688523,0.031420765027322405,0.03961748633879782
14,0.018145161290322582,0.024926686217008796,0.04814814814814815,0.045454545454545456
15,0.023148148148148147,0.03197674418604651,0.020348837209302327,0.015988372093023256
16,0.059322033898305086,0.017684887459807074,0.01929260450160772,0.03054662379421222
17,0.006276150627615063,0.09216589861751152,0.07489878542510121,0.024344569288389514
18,0.03145695364238411,0.013480392156862746,0.022058823529411766,0.011029411764705883
19,0.0371900826446281,0.017333333333333333,0.0528169014084507,0.02266666666666667
20,0.045454545454545456,0.04656862745098039,0.05324074074074074,0.05092592592592592
21,0.011061946902654867,0.028761061946902654,0.030973451327433628,0.024336283185840708
22,0.0625,0.008771929824561403,0.07929515418502203,0.014035087719298246
23,0.036101083032490974,0.01985981308411215,0.03543307086614173,0.01565217391304348
24,0.02534562211981567,0.012915129151291513,0.025830258302583026,0.02214022140221402
25,0.015544041450777202,0.036231884057971016,0.014492753623188406,0.033816425120772944
26,0.01936619718309859,0.02464788732394366,0.02610441767068273,0.02112676056338028
27,0.11923076923076924,0.05128205128205128,0.14130434782608695,0.05421686746987952
28,0.0641025641025641,0.017857142857142856,0.015217391304347827,0.03357314148681055
29,0.02459016393442623,0.010830324909747292,0.02696078431372549,0.021660649819494584
30,0.0589622641509434,0.02199074074074074,0.043076923076923075,0.019675925925925927
31,0.02891156462585034,0.020833333333333332,0.025,0.022443890274314215
32,0.042600896860986545,0.035483870967741936,0.07439024390243902,0.0388739946380697
33,0.024734982332155476,0.008793969849246231,0.026381909547738693,0.008793969849246231
34,0.014545454545454545,0.022181146025878003,0.0213903743315508,0.027
35,0.02850877192982456,0.02054794520547945,0.02910958904109589,0.059931506849315065
36,0.021400778210116732,0.02666666666666667,0.03753351206434316,0.02666666666666667
37,0.008620689655172414,0.01072961373390558,0.02145922746781116,0.030042918454935622
38,0.007246376811594203,0.034420289855072464,0.08695652173913043,0.11775362318840579
39,0.014830508474576272,0.034334763948497854,0.02280701754385965,0.02280701754385965
40,0.036585365853658534,0.011990407673860911,0.03642384105960265,0.01488833746898263
41,0.02181818181818182,0.026744186046511628,0.02768166089965398,0.03026634382566586
42,0.014285714285714285,0.01437699680511182,0.018092105263157895,0.047619047619047616
43,0.0525,0.1375,0.1575,0.16666666666666666
44,0.020491803278688523,0.01639344262295082,0.018442622950819672,0.02459016393442623
45,0.029801324503311258,0.013289036544850499,0.011627906976744186,0.019933554817275746
46,0.02108433734939759,0.02564102564102564,0.02564102564102564,0.02564102564102564
47,0.0532994923857868,0.030104712041884817,0.036231884057971016,0.03664921465968586
48,0.07954545454545454,0.04225352112676056,0.05178571428571429,0.061619718309859156
49,0.017241379310344827,0.039660056657223795,0.015580736543909348,0.039660056657223795
